index,sentence,video_path,sentence_original
2558,আমার তরমুজ পছন্দ,data/videos/video/2558.mp4,আমার তরমুজ পছন্দ
1283,তুমি ভর্তি কোথায় হয়েছো,data/videos/video/1283.mp4,তুমি ভর্তি কোথায় হয়েছো
4107,তুমি ভর্তি কোথায় হয়েছো,data/videos/video/4107.mp4,তুমি ভর্তি কোথায় হয়েছো
4094,তুমি রবার দিয়ে মুছো,data/videos/video/4094.mp4,তুমি রবার দিয়ে মুছো
1291,তুমি রবার দিয়ে মুছো,data/videos/video/1291.mp4,তুমি রবার দিয়ে মুছো
1255,তুমি কি সি পি কিভাবে,data/videos/video/1255.mp4,তুমি কি সি পি! কিভাবে
4077,তুমি কি সি পি কিভাবে,data/videos/video/4077.mp4,তুমি কি সি পি! কিভাবে
3910,অমি কাল্কে বেরিয়েট জাবো,data/videos/video/3910.mp4,অমি কাল্কে বেরিয়েট জাবো
5056,অমি কাল্কে বেরিয়েট জাবো,data/videos/video/5056.mp4,অমি কাল্কে বেরিয়েট জাবো
5098,আমার গ্রামের বাড়ি ময়মনসিং,data/videos/video/5098.mp4,আমার গ্রামের বাড়ি ময়মনসিং
3454,আমার গ্রামের বাড়ি ময়মনসিং,data/videos/video/3454.mp4,আমার গ্রামের বাড়ি ময়মনসিং
1543,আমাকে কল দিয়ে এরপর যেও,data/videos/video/1543.mp4,আমাকে কল দিয়ে এরপর যেও
1350,পরীক্ষার প্রশ্ন কেমন,data/videos/video/1350.mp4,পরীক্ষার প্রশ্ন কেমন
4171,পরীক্ষার প্রশ্ন কেমন,data/videos/video/4171.mp4,পরীক্ষার প্রশ্ন কেমন
3814,পঞ্চম E,data/videos/video/3814.mp4,পঞ্চম E
5389,পঞ্চম E,data/videos/video/5389.mp4,পঞ্চম E
3712,আমার বাবা ইশারার ভাষা জানেন,data/videos/video/3712.mp4,আমার বাবা ইশারার ভাষা জানেন
4773,আমার বাবা ইশারার ভাষা জানেন,data/videos/video/4773.mp4,আমার বাবা ইশারার ভাষা জানেন
1158,আমি ভর্তি পরীক্ষা দিয়েছি,data/videos/video/1158.mp4,আমি ভর্তি পরীক্ষা দিয়েছি
3983,আমি ভর্তি পরীক্ষা দিয়েছি,data/videos/video/3983.mp4,আমি ভর্তি পরীক্ষা দিয়েছি
1186,আমি স্যারের কাছে পড়ি,data/videos/video/1186.mp4,আমি স্যারের কাছে পড়ি
4010,আমি স্যারের কাছে পড়ি,data/videos/video/4010.mp4,আমি স্যারের কাছে পড়ি
3257,গ্লাস পড়লে তোমাকে সুন্দর দেখা যায়,data/videos/video/3257.mp4,গ্লাস পড়লে তোমাকে সুন্দর দেখা যায়
4825,গ্লাস পড়লে তোমাকে সুন্দর দেখা যায়,data/videos/video/4825.mp4,গ্লাস পড়লে তোমাকে সুন্দর দেখা যায়
3848,হ্যাপি বার্থডে,data/videos/video/3848.mp4,হ্যাপি বার্থডে
5321,হ্যাপি বার্থডে,data/videos/video/5321.mp4,হ্যাপি বার্থডে
5064,অমি আখন ঘমাশবো,data/videos/video/5064.mp4,অমি আখন ঘমাশবো
3904,অমি আখন ঘমাশবো,data/videos/video/3904.mp4,অমি আখন ঘমাশবো
1501,হ্যা আমি পারবো,data/videos/video/1501.mp4,হ্যা আমি পারবো
5454,হ্যা আমি পারবো,data/videos/video/5454.mp4,হ্যা আমি পারবো
5268,আমার বাসায় বসে থাকতে ভালো লাগে না,data/videos/video/5268.mp4,আমার বাসায় বসে থাকতে ভালো লাগে না
3468,আমার বাসায় বসে থাকতে ভালো লাগে না,data/videos/video/3468.mp4,আমার বাসায় বসে থাকতে ভালো লাগে না
5079,অমি চোটো মাশ খাই না,data/videos/video/5079.mp4,অমি চোটো মাশ খাই না
3911,অমি চোটো মাশ খাই না,data/videos/video/3911.mp4,অমি চোটো মাশ খাই না
1302,তোমাদের সবাইকে দেখে নিবো,data/videos/video/1302.mp4,তোমাদের সবাইকে দেখে নিবো
4630,তোমাদের সবাইকে দেখে নিবো,data/videos/video/4630.mp4,তোমাদের সবাইকে দেখে নিবো
5330,আজকের দিন শুভ হোক,data/videos/video/5330.mp4,আজকের দিন শুভ হোক
3686,আজকের দিন শুভ হোক,data/videos/video/3686.mp4,আজকের দিন শুভ হোক
2305,১ দিন পর আমি আসবো,data/videos/video/2305.mp4,১ দিন পর আমি আসবো
1091,আমি গাড়ি ড্রাইভ করি,data/videos/video/1091.mp4,আমি গাড়ি ড্রাইভ করি
2809,আমার মা গৃহিণি,data/videos/video/2809.mp4,আমার মা গৃহিণি
3536,কালো রঙে আমার একটি জামা আছে,data/videos/video/3536.mp4,কালো রঙে আমার একটি জামা আছে
4883,কালো রঙে আমার একটি জামা আছে,data/videos/video/4883.mp4,কালো রঙে আমার একটি জামা আছে
4891,বাংলাদেশের পতাকার রং লাল সবুজ,data/videos/video/4891.mp4,বাংলাদেশের পতাকার রং লাল সবুজ
3618,বাংলাদেশের পতাকার রং লাল সবুজ,data/videos/video/3618.mp4,বাংলাদেশের পতাকার রং লাল সবুজ
1180,আমি শ্রমিকের সাথে কথা বলি,data/videos/video/1180.mp4,আমি শ্রমিকের সাথে কথা বলি
4004,আমি শ্রমিকের সাথে কথা বলি,data/videos/video/4004.mp4,আমি শ্রমিকের সাথে কথা বলি
2447,আমার খালুর ফুলকপি খেতে ভালো লাগে,data/videos/video/2447.mp4,আমার খালুর ফুলকপি খেতে ভালো লাগে
2142,আমি সেলস কেয়ার করি,data/videos/video/2142.mp4,আমি সেলস কেয়ার করি
5457,আমি সেলস কেয়ার করি,data/videos/video/5457.mp4,আমি সেলস কেয়ার করি
1121,আমি দুখিত,data/videos/video/1121.mp4,আমি দুখিত
1321,তোমার জন্মদিন ২৬ অক্টোবর,data/videos/video/1321.mp4,তোমার জন্মদিন ২৬ অক্টোবর
4143,তোমার জন্মদিন ২৬ অক্টোবর,data/videos/video/4143.mp4,তোমার জন্মদিন ২৬ অক্টোবর
3488,আমি আমার সন্তানকে পসন্দ করি,data/videos/video/3488.mp4,আমি আমার সন্তানকে পসন্দ করি
5003,আমি আমার সন্তানকে পসন্দ করি,data/videos/video/5003.mp4,আমি আমার সন্তানকে পসন্দ করি
4096,তুমি পেন্সিল সার্পনার দিয়ে কেটেছো,data/videos/video/4096.mp4,তুমি পেন্সিল সার্পনার দিয়ে কেটেছো
1271,তুমি পেন্সিল সার্পনার দিয়ে কেটেছো,data/videos/video/1271.mp4,তুমি পেন্সিল সার্পনার দিয়ে কেটেছো
4009,আমি স্মৃতিশৌধ দেখেছি,data/videos/video/4009.mp4,আমি স্মৃতিশৌধ দেখেছি
1185,আমি স্মৃতিশৌধ দেখেছি,data/videos/video/1185.mp4,আমি স্মৃতিশৌধ দেখেছি
5266,আমার অনেক রক্ত কম,data/videos/video/5266.mp4,আমার অনেক রক্ত কম
3446,আমার অনেক রক্ত কম,data/videos/video/3446.mp4,আমার অনেক রক্ত কম
5103,প্রচন্ড গরম,data/videos/video/5103.mp4,প্রচন্ড গরম
3602,প্রচন্ড গরম,data/videos/video/3602.mp4,প্রচন্ড গরম
4949,বিকালের খাবার খাও,data/videos/video/4949.mp4,বিকালের খাবার খাও
3627,বিকালের খাবার খাও,data/videos/video/3627.mp4,বিকালের খাবার খাও
3674,৭ই ফেব্রুয়ারি আমাদের বাংলা ইশারা ভাষা দিবস,data/videos/video/3674.mp4,৭ই ফেব্রুয়ারি আমাদের বাংলা ইশারা ভাষা দিবস
4860,৭ই ফেব্রুয়ারি আমাদের বাংলা ইশারা ভাষা দিবস,data/videos/video/4860.mp4,৭ই ফেব্রুয়ারি আমাদের বাংলা ইশারা ভাষা দিবস
3424,আকাশের রং নীল,data/videos/video/3424.mp4,আকাশের রং নীল
4894,আকাশের রং নীল,data/videos/video/4894.mp4,আকাশের রং নীল
1476,সে একজন শারিরীক প্রতিবন্ধী,data/videos/video/1476.mp4,সে একজন শারিরীক প্রতিবন্ধী
2302,সে একজন শারিরীক প্রতিবন্ধী,data/videos/video/2302.mp4,সে একজন শারিরীক প্রতিবন্ধী
5430,সে একজন শারিরীক প্রতিবন্ধী,data/videos/video/5430.mp4,সে একজন শারিরীক প্রতিবন্ধী
4953,তুমি প্রতিদিন নামাজ পড়বে আল্লাহর কাছে দুয়া চাবে,data/videos/video/4953.mp4,তুমি প্রতিদিন নামাজ পড়বে আল্লাহর কাছে দুয়া চাবে
3582,তুমি প্রতিদিন নামাজ পড়বে আল্লাহর কাছে দুয়া চাবে,data/videos/video/3582.mp4,তুমি প্রতিদিন নামাজ পড়বে আল্লাহর কাছে দুয়া চাবে
4823,চশমা পরলে আমাকে সুন্দর দেখা যায়,data/videos/video/4823.mp4,চশমা পরলে আমাকে সুন্দর দেখা যায়
3258,চশমা পরলে আমাকে সুন্দর দেখা যায়,data/videos/video/3258.mp4,চশমা পরলে আমাকে সুন্দর দেখা যায়
2773,আমার ভাই নাপিত,data/videos/video/2773.mp4,আমার ভাই নাপিত
3936,বাংলাদেশে ব্রিশ্টি নাই,data/videos/video/3936.mp4,বাংলাদেশে ব্রিশ্টি নাই
5067,বাংলাদেশে ব্রিশ্টি নাই,data/videos/video/5067.mp4,বাংলাদেশে ব্রিশ্টি নাই
1368,বাংলাদেশের বিখ্যাত লেখক,data/videos/video/1368.mp4,বাংলাদেশের বিখ্যাত লেখক
4210,বাংলাদেশের বিখ্যাত লেখক,data/videos/video/4210.mp4,বাংলাদেশের বিখ্যাত লেখক
5284,আমি প্রতিদিন ১০টা করে রুটি বানাই,data/videos/video/5284.mp4,আমি প্রতিদিন ১০টা করে রুটি বানাই
3513,আমি প্রতিদিন ১০টা করে রুটি বানাই,data/videos/video/3513.mp4,আমি প্রতিদিন ১০টা করে রুটি বানাই
1285,তুমি ভালো গান গাও,data/videos/video/1285.mp4,তুমি ভালো গান গাও
4109,তুমি ভালো গান গাও,data/videos/video/4109.mp4,তুমি ভালো গান গাও
2560,আমার তেতুল ভালো লাগে,data/videos/video/2560.mp4,আমার তেতুল ভালো লাগে
5091,আপনি কোথায় পড়াশোনা করেছেন,data/videos/video/5091.mp4,আপনি কোথায় পড়াশোনা করেছেন
3437,আপনি কোথায় পড়াশোনা করেছেন,data/videos/video/3437.mp4,আপনি কোথায় পড়াশোনা করেছেন
2826,আমার মাও গৃহিনী,data/videos/video/2826.mp4,আমার মাও গৃহিনী
4269,রেস্টুরেন্ট দেখেছি,data/videos/video/4269.mp4,রেস্টুরেন্ট দেখেছি
1456,রেস্টুরেন্ট দেখেছি,data/videos/video/1456.mp4,রেস্টুরেন্ট দেখেছি
1517,আগে আমার কথা শুন,data/videos/video/1517.mp4,আগে আমার কথা শুন
4767,আমার বাবা ইংরেজির শিক্ষক,data/videos/video/4767.mp4,আমার বাবা ইংরেজির শিক্ষক
3711,আমার বাবা ইংরেজির শিক্ষক,data/videos/video/3711.mp4,আমার বাবা ইংরেজির শিক্ষক
4319,আমি আগস্ট মাসে সৌদি রব যাব,data/videos/video/4319.mp4,আমি আগস্ট মাসে সৌদি রব যাব
170,আমি আগস্ট মাসে সৌদি রব যাব,data/videos/video/170.mp4,আমি আগস্ট মাসে সৌদি রব যাব
2924,আমার মিষ্টি ভালো লাগে,data/videos/video/2924.mp4,আমার মিষ্টি ভালো লাগে
5358,খাদ্য এবং ফল,data/videos/video/5358.mp4,খাদ্য এবং ফল
3785,খাদ্য এবং ফল,data/videos/video/3785.mp4,খাদ্য এবং ফল
5174,আমি হেমন্ত কালে বাড়িতে যাই,data/videos/video/5174.mp4,আমি হেমন্ত কালে বাড়িতে যাই
3248,আমি হেমন্ত কালে বাড়িতে যাই,data/videos/video/3248.mp4,আমি হেমন্ত কালে বাড়িতে যাই
3622,বাসায় মশারির ভিতরে ঘুমাবেন,data/videos/video/3622.mp4,বাসায় মশারির ভিতরে ঘুমাবেন
5107,বাসায় মশারির ভিতরে ঘুমাবেন,data/videos/video/5107.mp4,বাসায় মশারির ভিতরে ঘুমাবেন
5076,অমি আজকে রানা কোরেচি,data/videos/video/5076.mp4,অমি আজকে রানা কোরেচি
3906,অমি আজকে রানা কোরেচি,data/videos/video/3906.mp4,অমি আজকে রানা কোরেচি
4577,আমার হাঁস ভালো লাগে,data/videos/video/4577.mp4,আমার হাঁস ভালো লাগে
152,আমার হাঁস ভালো লাগে,data/videos/video/152.mp4,আমার হাঁস ভালো লাগে
4282,সালাম বাংলা ইশারা ভাষায়,data/videos/video/4282.mp4,সালাম বাংলা ইশারা ভাষায়
1469,সালাম বাংলা ইশারা ভাষায়,data/videos/video/1469.mp4,সালাম বাংলা ইশারা ভাষায়
5200,তোমার দাদার নাম কি,data/videos/video/5200.mp4,তোমার দাদার নাম কি
3310,তোমার দাদার নাম কি,data/videos/video/3310.mp4,তোমার দাদার নাম কি
3642,রাতে মশারিতে ঘুমাতে হবে,data/videos/video/3642.mp4,রাতে মশারিতে ঘুমাতে হবে
4975,রাতে মশারিতে ঘুমাতে হবে,data/videos/video/4975.mp4,রাতে মশারিতে ঘুমাতে হবে
2263,মামা সোমবার দু্ধ খায়,data/videos/video/2263.mp4,মামা সোমবার দু্‌ধ খায়
1110,আমি ড্রাইভ করে এসেছি,data/videos/video/1110.mp4,আমি ড্রাইভ করে এসেছি
3251,ইশারায় দাদ ও নানা একই,data/videos/video/3251.mp4,ইশারায় দাদ ও নানা একই
5134,ইশারায় দাদ ও নানা একই,data/videos/video/5134.mp4,ইশারায় দাদ ও নানা একই
4035,কেমন আছো,data/videos/video/4035.mp4,কেমন আছো
1211,কেমন আছো,data/videos/video/1211.mp4,কেমন আছো
3786,খুলনা যাবো,data/videos/video/3786.mp4,খুলনা যাবো
5375,খুলনা যাবো,data/videos/video/5375.mp4,খুলনা যাবো
5256,বসন্তকালে অনেক বেশি ফুল ফুটে,data/videos/video/5256.mp4,বসন্তকালে অনেক বেশি ফুল ফুটে
3614,বসন্তকালে অনেক বেশি ফুল ফুটে,data/videos/video/3614.mp4,বসন্তকালে অনেক বেশি ফুল ফুটে
2491,আমার চাচাতো বোন চোর,data/videos/video/2491.mp4,আমার চাচাতো বোন চোর
2957,আমি ইঞ্জিনিয়ার,data/videos/video/2957.mp4,আমি ইঞ্জিনিয়ার
2308,২ বছর পর দেখা হলো,data/videos/video/2308.mp4,২ বছর পর দেখা হলো
1544,আমার ওজন ১০০ কেজি,data/videos/video/1544.mp4,আমার ওজন ১০০ কেজি
2574,আমার ফুপা রাশিয়া যাবে,data/videos/video/2574.mp4,আমার ফুপা রাশিয়া যাবে
1024,আমার স্ত্রি সুন্দর দেখতে,data/videos/video/1024.mp4,আমার স্ত্রি সুন্দর দেখতে
2465,আমার চাচা দর্জি,data/videos/video/2465.mp4,আমার চাচা দর্জি
2288,শোন আমি তোমাকে কিছু বলতে চাই,data/videos/video/2288.mp4,শোন আমি তোমাকে কিছু বলতে চাই
4012,আমিও অনেক ভালো আছি,data/videos/video/4012.mp4,আমিও অনেক ভালো আছি
1188,আমিও অনেক ভালো আছি,data/videos/video/1188.mp4,আমিও অনেক ভালো আছি
4048,ছাত্র ছাত্রীরা পড়া লেখা করে,data/videos/video/4048.mp4,ছাত্র ছাত্রীরা পড়া লেখা করে
1225,ছাত্র ছাত্রীরা পড়া লেখা করে,data/videos/video/1225.mp4,ছাত্র ছাত্রীরা পড়া লেখা করে
2633,আমার ফুফাতো ভাই ভুটানের,data/videos/video/2633.mp4,আমার ফুফাতো ভাই ভুটানের
1434,মা সনদপত্র দেখবে,data/videos/video/1434.mp4,মা সনদপত্র দেখবে
4255,মা সনদপত্র দেখবে,data/videos/video/4255.mp4,মা সনদপত্র দেখবে
1119,আমি থেমে গেছি,data/videos/video/1119.mp4,আমি থেমে গেছি
940,আমার ফুফা সৎ পুলিশ,data/videos/video/940.mp4,আমার ফুফা সৎ পুলিশ
1226,ঠিকাছে দেখবো,data/videos/video/1226.mp4,ঠিকাছে দেখবো
4049,ঠিকাছে দেখবো,data/videos/video/4049.mp4,ঠিকাছে দেখবো
3422,অনেক বেশি গরমের পর শান্তি মিলছে,data/videos/video/3422.mp4,অনেক বেশি গরমের পর শান্তি মিলছে
